Entity,Code,Day,total_vaccinations_per_hundred
Andorra,AND,2021-06-14,66.07
Andorra,AND,2021-06-21,81.79
Andorra,AND,2021-06-28,88.33
Andorra,AND,2021-07-12,90.52
Andorra,AND,2021-07-19,106.46
Andorra,AND,2021-08-01,111.59
Andorra,AND,2021-08-15,118.49
Andorra,AND,2021-08-29,124
Andorra,AND,2021-09-26,131.9
Andorra,AND,2021-10-03,132.76
Andorra,AND,2021-10-31,135.14
Andorra,AND,2021-12-05,137.59
Andorra,AND,2021-12-12,149.58
Andorra,AND,2021-12-26,151.57
Andorra,AND,2022-01-16,175.07
Andorra,AND,2022-01-23,181.24
Andorra,AND,2022-02-06,183.52
Andorra,AND,2022-02-13,184.11
Andorra,AND,2022-02-20,195.57
Andorra,AND,2022-03-13,196.5
Andorra,AND,2022-03-27,196.74
Angola,AGO,2021-03-01,0
Angola,AGO,2021-03-08,0.02
Angola,AGO,2021-03-18,0.14
Angola,AGO,2021-03-24,0.26
Angola,AGO,2021-03-29,0.39
Angola,AGO,2021-04-06,0.54
Angola,AGO,2021-04-11,0.72
Angola,AGO,2021-04-19,1.17
Angola,AGO,2021-04-23,1.34
Angola,AGO,2021-05-12,1.85
Angola,AGO,2021-05-18,2.01
Angola,AGO,2021-05-21,2.23
Angola,AGO,2021-05-26,2.53
Angola,AGO,2021-05-31,2.68
Angola,AGO,2021-06-08,3.29
Angola,AGO,2021-06-10,3.6
Angola,AGO,2021-06-15,3.87
Angola,AGO,2021-06-20,4.07
Angola,AGO,2021-06-24,4.22
Angola,AGO,2021-06-28,4.39
Angola,AGO,2021-07-05,4.46
Angola,AGO,2021-07-12,4.59
Angola,AGO,2021-07-19,4.69
Angola,AGO,2021-08-03,4.95
Angola,AGO,2021-08-09,5
Angola,AGO,2021-08-16,5.09
Angola,AGO,2021-08-20,5.17
Angola,AGO,2021-08-25,5.43
Angola,AGO,2021-09-01,6.15
Angola,AGO,2021-09-11,7.28
Angola,AGO,2021-09-19,8.31
Angola,AGO,2021-09-26,9.24
Angola,AGO,2021-10-08,12.01
Angola,AGO,2021-10-14,13.11
Angola,AGO,2021-10-18,15.4
Angola,AGO,2021-10-20,16.68
Angola,AGO,2021-10-24,17.51
Angola,AGO,2021-10-26,18.17
Angola,AGO,2021-11-02,19.59
Angola,AGO,2021-11-07,21.36
Angola,AGO,2021-11-11,23.01
Angola,AGO,2021-11-18,24.26
Angola,AGO,2021-11-21,25.93
Angola,AGO,2021-11-24,26.6
Angola,AGO,2021-12-02,29.02
Angola,AGO,2021-12-06,29.52
Angola,AGO,2021-12-09,30.41
Angola,AGO,2021-12-15,31.84
Angola,AGO,2021-12-23,32.9
Angola,AGO,2021-12-30,34.23
Angola,AGO,2022-01-06,34.77
Angola,AGO,2022-01-08,35.66
Angola,AGO,2022-01-12,36.47
Angola,AGO,2022-01-14,37.4
Angola,AGO,2022-01-23,41.09
Angola,AGO,2022-01-28,42.99
Angola,AGO,2022-02-02,44.32
Angola,AGO,2022-02-09,45.69
Angola,AGO,2022-02-15,46.86
Angola,AGO,2022-02-22,47.92
Angola,AGO,2022-03-02,49.02
Angola,AGO,2022-03-08,49.66
Angola,AGO,2022-03-17,50.87
Angola,AGO,2022-03-25,51.68
Anguilla,AIA,2021-02-04,0
Anguilla,AIA,2021-02-13,8.87
Anguilla,AIA,2021-02-14,18.26
Anguilla,AIA,2021-02-26,25.98
Anguilla,AIA,2021-03-09,31.07
Anguilla,AIA,2021-03-13,33.06
Anguilla,AIA,2021-03-19,35.36
Anguilla,AIA,2021-04-12,38.58
Anguilla,AIA,2021-04-22,45.61
Anguilla,AIA,2021-05-17,87.5
Anguilla,AIA,2021-05-28,95.49
Anguilla,AIA,2021-06-04,96.24
Anguilla,AIA,2021-06-11,98.76
Anguilla,AIA,2021-06-18,100.48
Anguilla,AIA,2021-06-25,104.39
Anguilla,AIA,2021-07-02,108.83
Anguilla,AIA,2021-07-09,112.07
Anguilla,AIA,2021-07-16,117.73
Anguilla,AIA,2021-07-23,119.01
Anguilla,AIA,2021-07-30,120.28
Anguilla,AIA,2021-08-06,122.03
Anguilla,AIA,2021-08-20,122.04
Anguilla,AIA,2021-09-03,122.12
Anguilla,AIA,2021-09-10,122.19
Anguilla,AIA,2021-09-17,122.74
Anguilla,AIA,2021-09-24,122.87
Anguilla,AIA,2021-10-01,123.66
Anguilla,AIA,2021-10-15,123.67
Anguilla,AIA,2021-11-05,123.68
Anguilla,AIA,2021-11-12,124.18
Anguilla,AIA,2021-11-19,126.06
Anguilla,AIA,2021-11-29,130.45
Anguilla,AIA,2021-12-01,131.66
Anguilla,AIA,2021-12-08,134.11
Anguilla,AIA,2022-01-14,139.15
Anguilla,AIA,2022-01-21,140.54
Anguilla,AIA,2022-01-28,141.81
Anguilla,AIA,2022-02-02,142.89
Anguilla,AIA,2022-02-09,144.02
Anguilla,AIA,2022-02-11,144.02
Anguilla,AIA,2022-02-16,145.41
Anguilla,AIA,2022-02-18,145.41
Anguilla,AIA,2022-02-25,146.55
Anguilla,AIA,2022-03-02,147.95
Anguilla,AIA,2022-03-09,148.23
Anguilla,AIA,2022-03-11,148.23
Anguilla,AIA,2022-03-18,149.68
Anguilla,AIA,2022-03-23,150.18
Anguilla,AIA,2022-03-25,150.18
Anguilla,AIA,2022-04-01,150.18
Anguilla,AIA,2022-04-08,152.9
Antigua and Barbuda,ATG,2021-02-16,0
Antigua and Barbuda,ATG,2021-03-15,24.48
Antigua and Barbuda,ATG,2021-03-19,26.01
Antigua and Barbuda,ATG,2021-03-25,26.76
Antigua and Barbuda,ATG,2021-03-31,27.18
Antigua and Barbuda,ATG,2021-04-03,27.38
Antigua and Barbuda,ATG,2021-04-14,27.95
Antigua and Barbuda,ATG,2021-04-16,28.78
Antigua and Barbuda,ATG,2021-04-17,29.01
Antigua and Barbuda,ATG,2021-04-22,30.14
Antigua and Barbuda,ATG,2021-05-07,31.49
Antigua and Barbuda,ATG,2021-05-11,31.66
Antigua and Barbuda,ATG,2021-05-17,34.88
Antigua and Barbuda,ATG,2021-05-21,40.03
Antigua and Barbuda,ATG,2021-05-25,42.55
Antigua and Barbuda,ATG,2021-05-26,44.8
Antigua and Barbuda,ATG,2021-05-27,46.53
Antigua and Barbuda,ATG,2021-05-29,48.97
Antigua and Barbuda,ATG,2021-05-31,50.98
Antigua and Barbuda,ATG,2021-06-03,52.48
Antigua and Barbuda,ATG,2021-06-06,56.29
Antigua and Barbuda,ATG,2021-06-07,58
Antigua and Barbuda,ATG,2021-06-09,58.82
Antigua and Barbuda,ATG,2021-06-12,59.48
Antigua and Barbuda,ATG,2021-06-15,60.35
Antigua and Barbuda,ATG,2021-06-17,63.01
Antigua and Barbuda,ATG,2021-06-20,63.62
Antigua and Barbuda,ATG,2021-06-29,64.82
Antigua and Barbuda,ATG,2021-07-01,65.29
Antigua and Barbuda,ATG,2021-07-04,65.53
Antigua and Barbuda,ATG,2021-07-06,65.66
Antigua and Barbuda,ATG,2021-07-08,65.92
Antigua and Barbuda,ATG,2021-07-09,66.18
Antigua and Barbuda,ATG,2021-07-13,66.5
Antigua and Barbuda,ATG,2021-07-15,66.6
Antigua and Barbuda,ATG,2021-07-18,66.98
Antigua and Barbuda,ATG,2021-07-20,67.26
Antigua and Barbuda,ATG,2021-07-21,67.38
Antigua and Barbuda,ATG,2021-07-22,68.72
Antigua and Barbuda,ATG,2021-07-25,69.15
Antigua and Barbuda,ATG,2021-07-28,69.6
Antigua and Barbuda,ATG,2021-07-29,69.74
Antigua and Barbuda,ATG,2021-08-02,70.18
Antigua and Barbuda,ATG,2021-08-04,70.41
Antigua and Barbuda,ATG,2021-08-07,70.8
Antigua and Barbuda,ATG,2021-08-10,70.92
Antigua and Barbuda,ATG,2021-08-14,71.98
Antigua and Barbuda,ATG,2021-08-16,72.35
Antigua and Barbuda,ATG,2021-08-19,72.52
Antigua and Barbuda,ATG,2021-08-22,73.21
Antigua and Barbuda,ATG,2021-08-24,73.84
Antigua and Barbuda,ATG,2021-08-28,74.65
Antigua and Barbuda,ATG,2021-08-30,75.6
Antigua and Barbuda,ATG,2021-08-31,76.04
Antigua and Barbuda,ATG,2021-09-07,79
Antigua and Barbuda,ATG,2021-09-10,80.41
Antigua and Barbuda,ATG,2021-09-13,80.95
Antigua and Barbuda,ATG,2021-09-17,82.97
Antigua and Barbuda,ATG,2021-09-24,90.4
Antigua and Barbuda,ATG,2021-09-28,94.52
Antigua and Barbuda,ATG,2021-10-02,97.4
Antigua and Barbuda,ATG,2021-10-04,98.64
Antigua and Barbuda,ATG,2021-10-06,99.09
Antigua and Barbuda,ATG,2021-10-09,100.11
Antigua and Barbuda,ATG,2021-10-13,101.13
Antigua and Barbuda,ATG,2021-10-16,102.7
Antigua and Barbuda,ATG,2021-10-19,104.16
Antigua and Barbuda,ATG,2021-10-23,105.85
Antigua and Barbuda,ATG,2021-10-26,106.86
Antigua and Barbuda,ATG,2021-10-30,107.76
Antigua and Barbuda,ATG,2021-11-05,109.39
Antigua and Barbuda,ATG,2021-11-08,112.62
Antigua and Barbuda,ATG,2021-11-16,116.97
Antigua and Barbuda,ATG,2021-11-21,118.03
Antigua and Barbuda,ATG,2021-11-23,118.58
Antigua and Barbuda,ATG,2021-11-26,119.15
Antigua and Barbuda,ATG,2021-12-02,120.18
Antigua and Barbuda,ATG,2021-12-05,120.3
Antigua and Barbuda,ATG,2021-12-10,121.35
Antigua and Barbuda,ATG,2021-12-19,122.21
Antigua and Barbuda,ATG,2021-12-25,122.34
Antigua and Barbuda,ATG,2021-12-29,122.71
Antigua and Barbuda,ATG,2022-01-06,122.98
Antigua and Barbuda,ATG,2022-01-13,123.79
Antigua and Barbuda,ATG,2022-01-26,125.15
Antigua and Barbuda,ATG,2022-02-05,125.33
Antigua and Barbuda,ATG,2022-02-17,126.06
Antigua and Barbuda,ATG,2022-02-28,126.33
Antigua and Barbuda,ATG,2022-03-01,126.64
Antigua and Barbuda,ATG,2022-03-14,127
Antigua and Barbuda,ATG,2022-03-31,127.22
Argentina,ARG,2020-12-29,0.04
Argentina,ARG,2020-12-30,0.09
Argentina,ARG,2020-12-31,0.1
Argentina,ARG,2021-01-01,0.1
Argentina,ARG,2021-01-02,0.1
Argentina,ARG,2021-01-03,0.1
Argentina,ARG,2021-01-04,0.13
Argentina,ARG,2021-01-05,0.15
Argentina,ARG,2021-01-06,0.17
Argentina,ARG,2021-01-07,0.21
Argentina,ARG,2021-01-08,0.27
Argentina,ARG,2021-01-09,0.3
Argentina,ARG,2021-01-10,0.3
Argentina,ARG,2021-01-11,0.34
Argentina,ARG,2021-01-12,0.38
Argentina,ARG,2021-01-13,0.42
Argentina,ARG,2021-01-14,0.46
Argentina,ARG,2021-01-15,0.5
Argentina,ARG,2021-01-16,0.51
Argentina,ARG,2021-01-17,0.51
Argentina,ARG,2021-01-18,0.53
Argentina,ARG,2021-01-19,0.56
Argentina,ARG,2021-01-20,0.6
Argentina,ARG,2021-01-21,0.64
Argentina,ARG,2021-01-22,0.66
Argentina,ARG,2021-01-23,0.66
Argentina,ARG,2021-01-24,0.66
Argentina,ARG,2021-01-25,0.7
Argentina,ARG,2021-01-26,0.72
Argentina,ARG,2021-01-27,0.75
Argentina,ARG,2021-01-28,0.78
Argentina,ARG,2021-01-29,0.83
Argentina,ARG,2021-01-30,0.85
Argentina,ARG,2021-01-31,0.85
Argentina,ARG,2021-02-01,0.9
Argentina,ARG,2021-02-02,0.95
Argentina,ARG,2021-02-03,1.01
Argentina,ARG,2021-02-04,1.07
Argentina,ARG,2021-02-05,1.14
Argentina,ARG,2021-02-06,1.17
Argentina,ARG,2021-02-07,1.17
Argentina,ARG,2021-02-08,1.22
Argentina,ARG,2021-02-09,1.26
Argentina,ARG,2021-02-10,1.3
Argentina,ARG,2021-02-11,1.34
Argentina,ARG,2021-02-12,1.37
Argentina,ARG,2021-02-13,1.38
Argentina,ARG,2021-02-14,1.38
Argentina,ARG,2021-02-15,1.38
Argentina,ARG,2021-02-16,1.39
Argentina,ARG,2021-02-17,1.44
Argentina,ARG,2021-02-18,1.58
Argentina,ARG,2021-02-19,1.73
Argentina,ARG,2021-02-20,1.8
Argentina,ARG,2021-02-21,1.84
Argentina,ARG,2021-02-22,1.99
Argentina,ARG,2021-02-23,2.18
Argentina,ARG,2021-02-24,2.39
Argentina,ARG,2021-02-25,2.56
Argentina,ARG,2021-02-26,2.74
Argentina,ARG,2021-02-27,2.78
Argentina,ARG,2021-02-28,2.79
Argentina,ARG,2021-03-01,2.96
Argentina,ARG,2021-03-02,3.12
Argentina,ARG,2021-03-03,3.28
Argentina,ARG,2021-03-04,3.53
Argentina,ARG,2021-03-05,3.77
Argentina,ARG,2021-03-06,3.89
Argentina,ARG,2021-03-07,3.92
Argentina,ARG,2021-03-08,4.14
Argentina,ARG,2021-03-09,4.4
Argentina,ARG,2021-03-10,4.75
Argentina,ARG,2021-03-11,5.16
Argentina,ARG,2021-03-12,5.52
Argentina,ARG,2021-03-13,5.62
Argentina,ARG,2021-03-14,5.64
Argentina,ARG,2021-03-15,5.94
Argentina,ARG,2021-03-16,6.24
Argentina,ARG,2021-03-17,6.54
Argentina,ARG,2021-03-18,6.85
Argentina,ARG,2021-03-19,7.12
Argentina,ARG,2021-03-20,7.23
Argentina,ARG,2021-03-21,7.28
Argentina,ARG,2021-03-22,7.46
Argentina,ARG,2021-03-23,7.69
Argentina,ARG,2021-03-24,7.77
Argentina,ARG,2021-03-25,8
Argentina,ARG,2021-03-26,8.21
Argentina,ARG,2021-03-27,8.33
Argentina,ARG,2021-03-28,8.37
Argentina,ARG,2021-03-29,8.64
Argentina,ARG,2021-03-30,8.99
Argentina,ARG,2021-03-31,9.38
Argentina,ARG,2021-04-01,9.63
Argentina,ARG,2021-04-02,9.78
Argentina,ARG,2021-04-03,9.95
Argentina,ARG,2021-04-04,10.05
Argentina,ARG,2021-04-05,10.42
Argentina,ARG,2021-04-06,10.84
Argentina,ARG,2021-04-07,11.36
Argentina,ARG,2021-04-08,11.88
Argentina,ARG,2021-04-09,12.41
Argentina,ARG,2021-04-10,12.61
Argentina,ARG,2021-04-11,12.72
Argentina,ARG,2021-04-12,13.12
Argentina,ARG,2021-04-13,13.52
Argentina,ARG,2021-04-14,13.9
Argentina,ARG,2021-04-15,14.23
Argentina,ARG,2021-04-16,14.5
Argentina,ARG,2021-04-17,14.6
Argentina,ARG,2021-04-18,14.65
Argentina,ARG,2021-04-19,14.84
Argentina,ARG,2021-04-20,15.11
Argentina,ARG,2021-04-21,15.5
Argentina,ARG,2021-04-22,15.89
Argentina,ARG,2021-04-23,16.31
Argentina,ARG,2021-04-24,16.51
Argentina,ARG,2021-04-25,16.62
Argentina,ARG,2021-04-26,17
Argentina,ARG,2021-04-27,17.34
Argentina,ARG,2021-04-28,17.69
Argentina,ARG,2021-04-29,18.03
Argentina,ARG,2021-04-30,18.28
Argentina,ARG,2021-05-01,18.32
Argentina,ARG,2021-05-02,18.41
Argentina,ARG,2021-05-03,18.8
Argentina,ARG,2021-05-04,19.3
Argentina,ARG,2021-05-05,19.84
Argentina,ARG,2021-05-06,20.29
Argentina,ARG,2021-05-07,20.74
Argentina,ARG,2021-05-08,20.9
Argentina,ARG,2021-05-09,20.94
Argentina,ARG,2021-05-10,21.25
Argentina,ARG,2021-05-11,21.56
Argentina,ARG,2021-05-12,21.99
Argentina,ARG,2021-05-13,22.41
Argentina,ARG,2021-05-14,22.84
Argentina,ARG,2021-05-15,23.05
Argentina,ARG,2021-05-16,23.2
Argentina,ARG,2021-05-17,23.61
Argentina,ARG,2021-05-18,24.04
Argentina,ARG,2021-05-19,24.41
Argentina,ARG,2021-05-20,24.81
Argentina,ARG,2021-05-21,25.2
Argentina,ARG,2021-05-22,25.42
Argentina,ARG,2021-05-23,25.52
Argentina,ARG,2021-05-24,25.71
Argentina,ARG,2021-05-25,25.85
Argentina,ARG,2021-05-26,26.19
Argentina,ARG,2021-05-27,26.56
Argentina,ARG,2021-05-28,27.1
Argentina,ARG,2021-05-29,27.6
Argentina,ARG,2021-05-30,27.88
Argentina,ARG,2021-05-31,28.53
Argentina,ARG,2021-06-01,29.22
Argentina,ARG,2021-06-02,29.9
Argentina,ARG,2021-06-03,30.67
Argentina,ARG,2021-06-04,31.56
Argentina,ARG,2021-06-05,32.28
Argentina,ARG,2021-06-06,32.76
Argentina,ARG,2021-06-07,33.53
Argentina,ARG,2021-06-08,34.34
Argentina,ARG,2021-06-09,35.16
Argentina,ARG,2021-06-10,35.89
Argentina,ARG,2021-06-11,36.7
Argentina,ARG,2021-06-12,37.1
Argentina,ARG,2021-06-13,37.28
Argentina,ARG,2021-06-14,37.8
Argentina,ARG,2021-06-15,38.37
Argentina,ARG,2021-06-16,39
Argentina,ARG,2021-06-17,39.69
Argentina,ARG,2021-06-18,40.56
Argentina,ARG,2021-06-19,41.07
Argentina,ARG,2021-06-20,41.29
Argentina,ARG,2021-06-21,41.66
Argentina,ARG,2021-06-22,42.29
Argentina,ARG,2021-06-23,42.87
Argentina,ARG,2021-06-24,43.54
Argentina,ARG,2021-06-25,44.36
Argentina,ARG,2021-06-26,45.05
Argentina,ARG,2021-06-27,45.44
Argentina,ARG,2021-06-28,46.26
Argentina,ARG,2021-06-29,47.08
Argentina,ARG,2021-06-30,47.9
Argentina,ARG,2021-07-01,48.85
Argentina,ARG,2021-07-02,49.76
Argentina,ARG,2021-07-03,50.5
Argentina,ARG,2021-07-04,50.93
Argentina,ARG,2021-07-05,51.83
Argentina,ARG,2021-07-06,52.74
Argentina,ARG,2021-07-07,53.63
Argentina,ARG,2021-07-08,54.53
Argentina,ARG,2021-07-09,55.31
Argentina,ARG,2021-07-10,56.04
Argentina,ARG,2021-07-11,56.4
Argentina,ARG,2021-07-12,57.25
Argentina,ARG,2021-07-13,58.11
Argentina,ARG,2021-07-14,58.98
Argentina,ARG,2021-07-15,59.86
Argentina,ARG,2021-07-16,60.86
Argentina,ARG,2021-07-17,61.57
Argentina,ARG,2021-07-18,61.94
Argentina,ARG,2021-07-19,62.85
Argentina,ARG,2021-07-20,63.84
Argentina,ARG,2021-07-21,64.76
Argentina,ARG,2021-07-22,65.61
Argentina,ARG,2021-07-23,66.5
Argentina,ARG,2021-07-24,67.02
Argentina,ARG,2021-07-25,67.31
Argentina,ARG,2021-07-26,68.21
Argentina,ARG,2021-07-27,69.14
Argentina,ARG,2021-07-28,70.15
Argentina,ARG,2021-07-29,71.08
Argentina,ARG,2021-07-30,72.02
Argentina,ARG,2021-07-31,72.62
Argentina,ARG,2021-08-01,72.99
Argentina,ARG,2021-08-02,73.9
Argentina,ARG,2021-08-03,74.8
Argentina,ARG,2021-08-04,75.71
Argentina,ARG,2021-08-05,76.65
Argentina,ARG,2021-08-06,77.56
Argentina,ARG,2021-08-07,78.17
Argentina,ARG,2021-08-08,78.53
Argentina,ARG,2021-08-09,79.38
Argentina,ARG,2021-08-10,80.19
Argentina,ARG,2021-08-11,81.1
Argentina,ARG,2021-08-12,81.96
Argentina,ARG,2021-08-13,82.87
Argentina,ARG,2021-08-14,83.43
Argentina,ARG,2021-08-15,83.79
Argentina,ARG,2021-08-16,84.21
Argentina,ARG,2021-08-17,85.17
Argentina,ARG,2021-08-18,86.13
Argentina,ARG,2021-08-19,87.06
Argentina,ARG,2021-08-20,88.01
Argentina,ARG,2021-08-21,88.58
Argentina,ARG,2021-08-22,88.95
Argentina,ARG,2021-08-23,89.85
Argentina,ARG,2021-08-24,90.83
Argentina,ARG,2021-08-25,91.76
Argentina,ARG,2021-08-26,92.73
Argentina,ARG,2021-08-27,93.76
Argentina,ARG,2021-08-28,94.29
Argentina,ARG,2021-08-29,94.66
Argentina,ARG,2021-08-30,95.58
Argentina,ARG,2021-08-31,96.58
Argentina,ARG,2021-09-01,97.58
Argentina,ARG,2021-09-02,98.56
Argentina,ARG,2021-09-03,99.52
Argentina,ARG,2021-09-04,100.17
Argentina,ARG,2021-09-05,100.6
Argentina,ARG,2021-09-06,101.56
Argentina,ARG,2021-09-07,102.58
Argentina,ARG,2021-09-08,103.4
Argentina,ARG,2021-09-09,104.27
Argentina,ARG,2021-09-10,105.02
Argentina,ARG,2021-09-11,105.46
Argentina,ARG,2021-09-12,105.48
Argentina,ARG,2021-09-13,106.14
Argentina,ARG,2021-09-14,106.75
Argentina,ARG,2021-09-15,107.48
Argentina,ARG,2021-09-16,108.27
Argentina,ARG,2021-09-17,109.06
Argentina,ARG,2021-09-18,109.55
Argentina,ARG,2021-09-19,109.85
Argentina,ARG,2021-09-20,110.61
Argentina,ARG,2021-09-21,111.28
Argentina,ARG,2021-09-22,112
Argentina,ARG,2021-09-23,112.69
Argentina,ARG,2021-09-24,113.26
Argentina,ARG,2021-09-25,113.54
Argentina,ARG,2021-09-26,113.73
Argentina,ARG,2021-09-27,114.35
Argentina,ARG,2021-09-28,115.01
Argentina,ARG,2021-09-29,115.57
Argentina,ARG,2021-09-30,116.31
Argentina,ARG,2021-10-01,116.97
Argentina,ARG,2021-10-02,117.36
Argentina,ARG,2021-10-03,117.6
Argentina,ARG,2021-10-04,118.1
Argentina,ARG,2021-10-05,118.69
Argentina,ARG,2021-10-06,119.23
Argentina,ARG,2021-10-07,119.81
Argentina,ARG,2021-10-08,120.08
Argentina,ARG,2021-10-09,120.33
Argentina,ARG,2021-10-10,120.5
Argentina,ARG,2021-10-11,120.67
Argentina,ARG,2021-10-12,121.43
Argentina,ARG,2021-10-13,122.26
Argentina,ARG,2021-10-14,123.19
Argentina,ARG,2021-10-15,124.13
Argentina,ARG,2021-10-16,124.68
Argentina,ARG,2021-10-17,124.91
Argentina,ARG,2021-10-18,125.84
Argentina,ARG,2021-10-19,126.76
Argentina,ARG,2021-10-20,127.67
Argentina,ARG,2021-10-21,128.59
Argentina,ARG,2021-10-22,129.61
Argentina,ARG,2021-10-23,130.08
Argentina,ARG,2021-10-24,130.4
Argentina,ARG,2021-10-25,131.2
Argentina,ARG,2021-10-26,132.1
Argentina,ARG,2021-10-27,132.81
Argentina,ARG,2021-10-28,133.59
Argentina,ARG,2021-10-29,134.3
Argentina,ARG,2021-10-30,134.58
Argentina,ARG,2021-10-31,134.91
Argentina,ARG,2021-11-01,135.56
Argentina,ARG,2021-11-02,136.26
Argentina,ARG,2021-11-03,137.03
Argentina,ARG,2021-11-04,137.82
Argentina,ARG,2021-11-05,138.5
Argentina,ARG,2021-11-06,138.86
Argentina,ARG,2021-11-07,139.14
Argentina,ARG,2021-11-08,139.69
Argentina,ARG,2021-11-09,140.46
Argentina,ARG,2021-11-10,141.27
Argentina,ARG,2021-11-11,142.11
Argentina,ARG,2021-11-12,142.97
Argentina,ARG,2021-11-13,143.39
Argentina,ARG,2021-11-14,143.41
Argentina,ARG,2021-11-15,144.15
Argentina,ARG,2021-11-16,144.97
Argentina,ARG,2021-11-17,145.78
Argentina,ARG,2021-11-18,146.57
Argentina,ARG,2021-11-19,147.42
Argentina,ARG,2021-11-20,147.8
Argentina,ARG,2021-11-21,148
Argentina,ARG,2021-11-22,148.24
Argentina,ARG,2021-11-23,148.97
Argentina,ARG,2021-11-24,149.73
Argentina,ARG,2021-11-25,150.43
Argentina,ARG,2021-11-26,151.16
Argentina,ARG,2021-11-27,151.5
Argentina,ARG,2021-11-28,151.7
Argentina,ARG,2021-11-29,152.48
Argentina,ARG,2021-11-30,153.29
Argentina,ARG,2021-12-01,154.12
Argentina,ARG,2021-12-02,154.99
Argentina,ARG,2021-12-03,155.68
Argentina,ARG,2021-12-04,156.03
Argentina,ARG,2021-12-05,156.24
Argentina,ARG,2021-12-06,156.93
Argentina,ARG,2021-12-07,157.66
Argentina,ARG,2021-12-08,157.95
Argentina,ARG,2021-12-09,158.61
Argentina,ARG,2021-12-10,159.3
Argentina,ARG,2021-12-11,159.64
Argentina,ARG,2021-12-12,159.85
Argentina,ARG,2021-12-13,160.56
Argentina,ARG,2021-12-14,161.3
Argentina,ARG,2021-12-15,162.13
Argentina,ARG,2021-12-16,162.93
Argentina,ARG,2021-12-17,163.66
Argentina,ARG,2021-12-18,164.01
Argentina,ARG,2021-12-19,164.21
Argentina,ARG,2021-12-20,164.97
Argentina,ARG,2021-12-21,165.74
Argentina,ARG,2021-12-22,166.45
Argentina,ARG,2021-12-23,166.97
Argentina,ARG,2021-12-24,167
Argentina,ARG,2021-12-25,167
Argentina,ARG,2021-12-26,167.12
Argentina,ARG,2021-12-27,168.06
Argentina,ARG,2021-12-28,169.2
Argentina,ARG,2021-12-29,170.29
Argentina,ARG,2021-12-30,171.22
Argentina,ARG,2021-12-31,171.29
Argentina,ARG,2022-01-01,171.3
Argentina,ARG,2022-01-02,171.52
Argentina,ARG,2022-01-03,172.59
Argentina,ARG,2022-01-04,173.79
Argentina,ARG,2022-01-05,174.98
Argentina,ARG,2022-01-06,176.17
Argentina,ARG,2022-01-07,177.41
Argentina,ARG,2022-01-08,178
Argentina,ARG,2022-01-09,178.36
Argentina,ARG,2022-01-10,179.48
Argentina,ARG,2022-01-11,180.57
Argentina,ARG,2022-01-12,181.67
Argentina,ARG,2022-01-13,182.68
Argentina,ARG,2022-01-14,183.6
Argentina,ARG,2022-01-15,184.01
Argentina,ARG,2022-01-16,184.3
Argentina,ARG,2022-01-17,185.22
Argentina,ARG,2022-01-18,186.11
Argentina,ARG,2022-01-19,186.95
Argentina,ARG,2022-01-20,187.79
Argentina,ARG,2022-01-21,188.6
Argentina,ARG,2022-01-22,188.98
Argentina,ARG,2022-01-23,189.24
Argentina,ARG,2022-01-24,190.04
Argentina,ARG,2022-01-25,190.8
Argentina,ARG,2022-01-26,191.55
Argentina,ARG,2022-01-27,192.32
Argentina,ARG,2022-01-28,193.08
Argentina,ARG,2022-01-29,193.42
Argentina,ARG,2022-01-30,193.63
Argentina,ARG,2022-01-31,194.41
Argentina,ARG,2022-02-01,195.16
Argentina,ARG,2022-02-02,195.85
Argentina,ARG,2022-02-03,196.46
Argentina,ARG,2022-02-04,197.16
Argentina,ARG,2022-02-05,197.45
Argentina,ARG,2022-02-06,197.65
Argentina,ARG,2022-02-07,198.28
Argentina,ARG,2022-02-08,198.87
Argentina,ARG,2022-02-09,199.53
Argentina,ARG,2022-02-10,200.11
Argentina,ARG,2022-02-11,200.64
Argentina,ARG,2022-02-12,200.91
Argentina,ARG,2022-02-13,201.08
Argentina,ARG,2022-02-14,201.58
Argentina,ARG,2022-02-15,202.05
Argentina,ARG,2022-02-16,202.52
Argentina,ARG,2022-02-17,202.99
Argentina,ARG,2022-02-18,203.46
Argentina,ARG,2022-02-19,203.65
Argentina,ARG,2022-02-20,203.76
Argentina,ARG,2022-02-21,204.21
Argentina,ARG,2022-02-22,204.65
Argentina,ARG,2022-02-23,205.1
Argentina,ARG,2022-02-24,205.48
Argentina,ARG,2022-02-25,205.93
Argentina,ARG,2022-02-26,206.09
Argentina,ARG,2022-02-27,206.16
Argentina,ARG,2022-02-28,206.26
Argentina,ARG,2022-03-01,206.36
Argentina,ARG,2022-03-02,206.65
Argentina,ARG,2022-03-03,206.93
Argentina,ARG,2022-03-04,207.2
Argentina,ARG,2022-03-05,207.33
Argentina,ARG,2022-03-06,207.45
Argentina,ARG,2022-03-07,207.78
Argentina,ARG,2022-03-08,208.01
Argentina,ARG,2022-03-09,208.27
Argentina,ARG,2022-03-10,208.52
Argentina,ARG,2022-03-11,208.8
Argentina,ARG,2022-03-12,208.92
Argentina,ARG,2022-03-13,208.99
Argentina,ARG,2022-03-14,209.22
Argentina,ARG,2022-03-15,209.49
Argentina,ARG,2022-03-16,209.75
Argentina,ARG,2022-03-17,210
Argentina,ARG,2022-03-18,210.26
Argentina,ARG,2022-03-19,210.41
Argentina,ARG,2022-03-20,210.47
