;Country;Code;Date;Vax_Rate;Index;Region;Income_group
40036;United States;USA;2021-07;106.73;204;North America;High income
23430;Malawi;MWI;2021-07;2.95;137;Sub-Saharan Africa;Low income
32784;Senegal;SEN;2021-07;5.17;169;Sub-Saharan Africa;Lower middle income
39555;United Kingdom;GBR;2021-07;124.46;68;Europe & Central Asia;High income
24863;Mauritania;MRT;2021-07;4.02;135;Sub-Saharan Africa;Lower middle income
24598;Malta;MLT;2021-07;147.22;129;Middle East & North Africa;High income
6767;Chile;CHL;2021-07;134.8;35;Latin America & Caribbean;High income
24187;Maldives;MDV;2021-07;107.92;124;South Asia;Upper middle income
2672;Barbados;BRB;2021-07;61.15;27;Latin America & Caribbean;High income
32148;Samoa;WSM;2021-07;35.33;212;East Asia & Pacific;Lower middle income
9434;Czechia;CZE;2021-07;97.1;49;Europe & Central Asia;High income
13269;Georgia;GEO;2021-08;29.26;69;Europe & Central Asia;Upper middle income
24374;Mali;MLI;2021-08;1.25;128;Sub-Saharan Africa;Low income
1475;Austria;AUT;2021-08;117.1;11;Europe & Central Asia;High income
13270;Georgia;GEO;2021-08;30.42;69;Europe & Central Asia;Upper middle income
29337;Peru;PER;2021-08;57.71;152;Latin America & Caribbean;Upper middle income
3498;Belize;BLZ;2021-08;58.66;23;Latin America & Caribbean;Lower middle income
29336;Peru;PER;2021-08;57.34;152;Latin America & Caribbean;Upper middle income
9141;Cyprus;CYP;2021-08;122.14;48;Europe & Central Asia;High income
3497;Belize;BLZ;2021-08;53.69;23;Latin America & Caribbean;Lower middle income
9140;Cyprus;CYP;2021-08;121.09;48;Europe & Central Asia;High income
765;Argentina;ARG;2021-08;95.58;6;Latin America & Caribbean;Upper middle income
36268;Switzerland;CHE;2021-08;110.48;33;Europe & Central Asia;High income
1474;Austria;AUT;2021-08;116.01;11;Europe & Central Asia;High income
21592;Libya;LBY;2021-08;14.7;110;Middle East & North Africa;Upper middle income
29669;Philippines;PHL;2021-08;29.81;153;East Asia & Pacific;Lower middle income
24375;Mali;MLI;2021-08;1.42;128;Sub-Saharan Africa;Low income
9464;Czechia;CZE;2021-08;107.26;49;Europe & Central Asia;High income
9465;Czechia;CZE;2021-08;107.48;49;Europe & Central Asia;High income
26781;Nauru;NRU;2021-08;136.7;147;East Asia & Pacific;High income
36877;Tanzania;TZA;2021-08;0.5;200;Sub-Saharan Africa;Lower middle income
36876;Tanzania;TZA;2021-08;0.36;200;Sub-Saharan Africa;Lower middle income
5340;Burkina Faso;BFA;2021-08;0.46;16;Sub-Saharan Africa;Low income
5341;Burkina Faso;BFA;2021-08;0.51;16;Sub-Saharan Africa;Low income
34758;South Korea;KOR;2021-08;84.67;105;East Asia & Pacific;High income
34759;South Korea;KOR;2021-08;86.16;105;East Asia & Pacific;High income
29978;Poland;POL;2021-08;95.86;156;Europe & Central Asia;High income
13102;Gabon;GAB;2021-08;5.61;67;Sub-Saharan Africa;Upper middle income
29979;Poland;POL;2021-08;96.0;156;Europe & Central Asia;High income
33094;Seychelles;SYC;2021-08;145.07;185;Sub-Saharan Africa;High income
40860;Venezuela;VEN;2021-08;16.3;207;Latin America & Caribbean;
15341;Guinea-Bissau;GNB;2021-08;1.51;74;Sub-Saharan Africa;Low income
17571;Ireland;IRL;2021-08;138.94;90;Europe & Central Asia;High income
13048;French Polynesia;PYF;2021-08;83.22;162;East Asia & Pacific;High income
13047;French Polynesia;PYF;2021-08;74.11;162;East Asia & Pacific;High income
32262;San Marino;SMR;2021-08;136.68;174;Europe & Central Asia;High income
32261;San Marino;SMR;2021-08;136.68;174;Europe & Central Asia;High income
21921;Liechtenstein;LIE;2021-08;112.82;112;Europe & Central Asia;High income
21922;Liechtenstein;LIE;2021-08;112.82;112;Europe & Central Asia;High income
40731;Uzbekistan;UZB;2021-08;43.11;205;Europe & Central Asia;Lower middle income
13103;Gabon;GAB;2021-08;5.74;67;Sub-Saharan Africa;Upper middle income
15586;Honduras;HND;2021-08;37.51;83;Latin America & Caribbean;Lower middle income
35982;Sweden;SWE;2021-08;124.65;182;Europe & Central Asia;High income
36493;Syria;SYR;2021-08;2.13;186;Middle East & North Africa;Low income
34417;South Africa;ZAF;2021-08;20.93;215;Sub-Saharan Africa;Upper middle income
25780;Mongolia;MNG;2021-08;130.17;132;East Asia & Pacific;Lower middle income
25779;Mongolia;MNG;2021-08;129.99;132;East Asia & Pacific;Lower middle income
8252;Croatia;HRV;2021-08;79.99;84;Europe & Central Asia;High income
34202;Solomon Islands;SLB;2021-08;10.17;171;East Asia & Pacific;Lower middle income
37305;Togo;TGO;2021-08;5.6;189;Sub-Saharan Africa;Low income
2922;Belarus;BLR;2021-08;31.38;22;Europe & Central Asia;Upper middle income
27529;Nicaragua;NIC;2021-08;9.63;143;Latin America & Caribbean;Lower middle income
27528;Nicaragua;NIC;2021-08;9.14;143;Latin America & Caribbean;Lower middle income
7747;Comoros;COM;2021-08;31.22;42;Sub-Saharan Africa;Lower middle income
13143;Gambia;GMB;2021-08;7.93;73;Sub-Saharan Africa;Low income
13142;Gambia;GMB;2021-08;7.8;73;Sub-Saharan Africa;Low income
7746;Comoros;COM;2021-08;26.92;42;Sub-Saharan Africa;Lower middle income
17285;Iraq;IRQ;2021-08;7.57;92;Middle East & North Africa;Upper middle income
17286;Iraq;IRQ;2021-08;8.18;92;Middle East & North Africa;Upper middle income
6444;Cayman Islands;CYM;2021-08;151.9;47;Latin America & Caribbean;High income
6443;Cayman Islands;CYM;2021-08;150.92;47;Latin America & Caribbean;High income
29670;Philippines;PHL;2021-08;30.35;153;East Asia & Pacific;Lower middle income
8251;Croatia;HRV;2021-08;79.83;84;Europe & Central Asia;High income
2105;Bahrain;BHR;2021-08;142.37;19;Middle East & North Africa;High income
36494;Syria;SYR;2021-08;2.21;186;Middle East & North Africa;Low income
34201;Solomon Islands;SLB;2021-08;8.99;171;East Asia & Pacific;Lower middle income
21593;Libya;LBY;2021-08;14.82;110;Middle East & North Africa;Upper middle income
20283;Kuwait;KWT;2021-08;61.64;106;Middle East & North Africa;High income
35981;Sweden;SWE;2021-08;119.96;182;Europe & Central Asia;High income
5118;Bulgaria;BGR;2021-08;33.34;18;Europe & Central Asia;Upper middle income
7836;Costa Rica;CRI;2021-08;83.25;44;Latin America & Caribbean;Upper middle income
39204;United Arab Emirates;ARE;2021-08;181.75;5;Middle East & North Africa;High income
35197;Spain;ESP;2021-08;141.47;59;Europe & Central Asia;High income
27645;Nigeria;NGA;2021-08;2.1;142;Sub-Saharan Africa;Lower middle income
14729;Greenland;GRL;2021-08;127.64;78;Europe & Central Asia;High income
14728;Greenland;GRL;2021-08;124.4;78;Europe & Central Asia;High income
16533;India;IND;2021-08;45.88;89;South Asia;Lower middle income
16534;India;IND;2021-08;46.27;89;South Asia;Lower middle income
38809;Ukraine;UKR;2021-08;21.26;202;Europe & Central Asia;Lower middle income
38808;Ukraine;UKR;2021-08;20.89;202;Europe & Central Asia;Lower middle income
28832;Panama;PAN;2021-08;94.13;151;Latin America & Caribbean;Upper middle income
6485;Central African Republic;CAF;2021-08;1.95;31;Sub-Saharan Africa;Low income
4809;Brunei;BRN;2021-08;74.25;28;East Asia & Pacific;High income
37333;Tonga;TON;2021-08;51.16;194;East Asia & Pacific;Upper middle income
37334;Tonga;TON;2021-08;64.07;194;East Asia & Pacific;Upper middle income
27797;North Macedonia;MKD;2021-08;59.26;127;Europe & Central Asia;Upper middle income
35703;Sudan;SDN;2021-08;2.51;168;Sub-Saharan Africa;Low income
2921;Belarus;BLR;2021-08;30.0;22;Europe & Central Asia;Upper middle income
27644;Nigeria;NGA;2021-08;1.98;142;Sub-Saharan Africa;Lower middle income
26102;Montenegro;MNE;2021-08;62.8;131;Europe & Central Asia;Upper middle income
34247;Somalia;SOM;2021-08;1.78;175;Sub-Saharan Africa;Low income
34246;Somalia;SOM;2021-08;1.73;175;Sub-Saharan Africa;Low income
4808;Brunei;BRN;2021-08;69.81;28;East Asia & Pacific;High income
28831;Panama;PAN;2021-08;83.19;151;Latin America & Caribbean;Upper middle income
1005;Armenia;ARM;2021-08;9.27;7;Europe & Central Asia;Upper middle income
41031;Vietnam;VNM;2021-08;20.59;210;East Asia & Pacific;Lower middle income
8546;Cuba;CUB;2021-08;123.02;45;Latin America & Caribbean;Upper middle income
28718;Palestine;PSE;2021-08;25.67;161;Middle East & North Africa;Lower middle income
28719;Palestine;PSE;2021-08;26.66;161;Middle East & North Africa;Lower middle income
4220;Botswana;BWA;2021-08;17.02;30;Sub-Saharan Africa;Upper middle income
21321;Lebanon;LBN;2021-08;35.98;108;Middle East & North Africa;Upper middle income
21322;Lebanon;LBN;2021-08;36.31;108;Middle East & North Africa;Upper middle income
6516;Chad;TCD;2021-08;0.31;188;Sub-Saharan Africa;Low income
16263;Iceland;ISL;2021-08;142.78;93;Europe & Central Asia;High income
16264;Iceland;ISL;2021-08;143.02;93;Europe & Central Asia;High income
1004;Armenia;ARM;2021-08;8.06;7;Europe & Central Asia;Upper middle income
8547;Cuba;CUB;2021-08;124.72;45;Latin America & Caribbean;Upper middle income
15006;Guatemala;GTM;2021-08;25.24;79;Latin America & Caribbean;Upper middle income
4221;Botswana;BWA;2021-08;18.13;30;Sub-Saharan Africa;Upper middle income
35196;Spain;ESP;2021-08;140.49;59;Europe & Central Asia;High income
26547;Mozambique;MOZ;2021-08;7.14;134;Sub-Saharan Africa;Low income
14802;Grenada;GRD;2021-08;37.59;77;Latin America & Caribbean;Upper middle income
14801;Grenada;GRD;2021-08;35.46;77;Latin America & Caribbean;Upper middle income
20354;Kyrgyzstan;KGZ;2021-08;17.22;101;Europe & Central Asia;Lower middle income
20353;Kyrgyzstan;KGZ;2021-08;16.99;101;Europe & Central Asia;Lower middle income
40730;Uzbekistan;UZB;2021-08;42.25;205;Europe & Central Asia;Lower middle income
6517;Chad;TCD;2021-08;0.33;188;Sub-Saharan Africa;Low income
26546;Mozambique;MOZ;2021-08;5.8;134;Sub-Saharan Africa;Low income
7835;Costa Rica;CRI;2021-08;78.48;44;Latin America & Caribbean;Upper middle income
26101;Montenegro;MNE;2021-08;62.45;131;Europe & Central Asia;Upper middle income
32941;Serbia;SRB;2021-08;85.15;176;Europe & Central Asia;Upper middle income
14415;Greece;GRC;2021-08;110.01;76;Europe & Central Asia;High income
14414;Greece;GRC;2021-08;109.7;76;Europe & Central Asia;High income
29094;Paraguay;PRY;2021-08;56.22;160;Latin America & Caribbean;Upper middle income
26589;Myanmar;MMR;2021-08;11.41;130;East Asia & Pacific;Lower middle income
32522;Saudi Arabia;SAU;2021-08;104.23;167;Middle East & North Africa;High income
32523;Saudi Arabia;SAU;2021-08;105.07;167;Middle East & North Africa;High income
15262;Guinea;GIN;2021-08;8.89;72;Sub-Saharan Africa;Low income
32942;Serbia;SRB;2021-08;85.61;176;Europe & Central Asia;Upper middle income
17572;Ireland;IRL;2021-08;139.29;90;Europe & Central Asia;High income
33625;Sint Maarten (Dutch part);SXM;2021-08;109.71;184;Latin America & Caribbean;High income
33626;Sint Maarten (Dutch part);SXM;2021-08;110.64;184;Latin America & Caribbean;High income
23797;Malaysia;MYS;2021-08;108.45;138;East Asia & Pacific;Upper middle income
23796;Malaysia;MYS;2021-08;107.57;138;East Asia & Pacific;Upper middle income
37492;Trinidad and Tobago;TTO;2021-08;64.3;195;Latin America & Caribbean;High income
37493;Trinidad and Tobago;TTO;2021-08;64.75;195;Latin America & Caribbean;High income
27568;Niger;NER;2021-08;1.93;141;Sub-Saharan Africa;Low income
15263;Guinea;GIN;2021-08;9.07;72;Sub-Saharan Africa;Low income
41030;Vietnam;VNM;2021-08;20.34;210;East Asia & Pacific;Lower middle income
766;Argentina;ARG;2021-08;96.58;6;Latin America & Caribbean;Upper middle income
17171;Iran;IRN;2021-08;30.79;91;Middle East & North Africa;Lower middle income
17172;Iran;IRN;2021-08;31.82;91;Middle East & North Africa;Lower middle income
35702;Sudan;SDN;2021-08;1.84;168;Sub-Saharan Africa;Low income
13672;Germany;DEU;2021-08;121.93;50;Europe & Central Asia;High income
13671;Germany;DEU;2021-08;121.64;50;Europe & Central Asia;High income
24869;Mauritania;MRT;2021-08;5.31;135;Sub-Saharan Africa;Lower middle income
29093;Paraguay;PRY;2021-08;55.91;160;Latin America & Caribbean;Upper middle income
5119;Bulgaria;BGR;2021-08;33.53;18;Europe & Central Asia;Upper middle income
1878;Bahamas;BHS;2021-08;32.51;20;Latin America & Caribbean;High income
16967;Indonesia;IDN;2021-08;35.81;87;East Asia & Pacific;Lower middle income
8882;Curacao;CUW;2021-08;110.6;46;Latin America & Caribbean;High income
27798;North Macedonia;MKD;2021-08;60.19;127;Europe & Central Asia;Upper middle income
8883;Curacao;CUW;2021-08;110.83;46;Latin America & Caribbean;High income
37306;Togo;TGO;2021-08;6.32;189;Sub-Saharan Africa;Low income
37041;Thailand;THA;2021-08;45.42;190;East Asia & Pacific;Upper middle income
37040;Thailand;THA;2021-08;44.25;190;East Asia & Pacific;Upper middle income
1879;Bahamas;BHS;2021-08;36.97;20;Latin America & Caribbean;High income
21540;Lesotho;LSO;2021-08;4.81;114;Sub-Saharan Africa;Lower middle income
32308;Sao Tome and Principe;STP;2021-08;19.69;178;Sub-Saharan Africa;Lower middle income
32307;Sao Tome and Principe;STP;2021-08;19.69;178;Sub-Saharan Africa;Lower middle income
28884;Papua New Guinea;PNG;2021-08;1.24;155;East Asia & Pacific;Lower middle income
28885;Papua New Guinea;PNG;2021-08;1.4;155;East Asia & Pacific;Lower middle income
21541;Lesotho;LSO;2021-08;9.35;114;Sub-Saharan Africa;Lower middle income
4179;Bosnia and Herzegovina;BIH;2021-08;28.44;21;Europe & Central Asia;Upper middle income
4178;Bosnia and Herzegovina;BIH;2021-08;26.51;21;Europe & Central Asia;Upper middle income
4692;British Virgin Islands;VGB;2021-08;98.04;208;Latin America & Caribbean;High income
14064;Gibraltar;GIB;2021-08;234.05;71;Europe & Central Asia;High income
14063;Gibraltar;GIB;2021-08;233.93;71;Europe & Central Asia;High income
7779;Congo;COG;2021-08;5.13;40;Sub-Saharan Africa;Lower middle income
7778;Congo;COG;2021-08;4.84;40;Sub-Saharan Africa;Lower middle income
16966;Indonesia;IDN;2021-08;35.32;87;East Asia & Pacific;Lower middle income
302;Algeria;DZA;2021-08;9.29;55;Middle East & North Africa;Lower middle income
2104;Bahrain;BHR;2021-08;142.17;19;Middle East & North Africa;High income
4691;British Virgin Islands;VGB;2021-08;96.74;208;Latin America & Caribbean;High income
27569;Niger;NER;2021-08;1.95;141;Sub-Saharan Africa;Low income
24923;Mauritius;MUS;2021-08;112.01;136;Sub-Saharan Africa;Upper middle income
37845;Tunisia;TUN;2021-08;47.62;196;Middle East & North Africa;Lower middle income
392;Angola;AGO;2021-08;5.17;2;Sub-Saharan Africa;Lower middle income
1666;Azerbaijan;AZE;2021-08;66.57;12;Europe & Central Asia;Upper middle income
15516;Haiti;HTI;2021-08;0.27;85;Latin America & Caribbean;Lower middle income
32065;Saint Vincent and the Grenadines;VCT;2021-08;27.81;206;Latin America & Caribbean;Upper middle income
31744;Rwanda;RWA;2021-08;12.98;166;Sub-Saharan Africa;Low income
31745;Rwanda;RWA;2021-08;16.38;166;Sub-Saharan Africa;Low income
15517;Haiti;HTI;2021-08;0.31;85;Latin America & Caribbean;Lower middle income
28120;Norway;NOR;2021-08;127.04;145;Europe & Central Asia;High income
36648;Taiwan;TWN;2021-08;45.94;199;East Asia & Pacific;High income
3545;Benin;BEN;2021-08;0.95;15;Sub-Saharan Africa;Lower middle income
8025;Cote d'Ivoire;CIV;2021-08;5.0;37;Sub-Saharan Africa;Lower middle income
11394;Equatorial Guinea;GNQ;2021-08;23.84;75;Sub-Saharan Africa;Upper middle income
11393;Equatorial Guinea;GNQ;2021-08;23.21;75;Sub-Saharan Africa;Upper middle income
32064;Saint Vincent and the Grenadines;VCT;2021-08;23.99;206;Latin America & Caribbean;Upper middle income
38598;Uganda;UGA;2021-08;2.47;201;Sub-Saharan Africa;Low income
5818;Cameroon;CMR;2021-08;1.57;38;Sub-Saharan Africa;Lower middle income
5819;Cameroon;CMR;2021-08;1.57;38;Sub-Saharan Africa;Lower middle income
3713;Bhutan;BTN;2021-08;134.0;29;South Asia;Lower middle income
8024;Cote d'Ivoire;CIV;2021-08;4.91;37;Sub-Saharan Africa;Lower middle income
19357;Japan;JPN;2021-08;102.15;98;East Asia & Pacific;High income
19358;Japan;JPN;2021-08;103.85;98;East Asia & Pacific;High income
38470;Turkmenistan;TKM;2021-08;123.91;192;Europe & Central Asia;Upper middle income
3195;Belgium;BEL;2021-08;140.25;14;Europe & Central Asia;High income
10229;Djibouti;DJI;2021-08;5.81;51;Middle East & North Africa;Lower middle income
10228;Djibouti;DJI;2021-08;5.41;51;Middle East & North Africa;Lower middle income
1665;Azerbaijan;AZE;2021-08;65.43;12;Europe & Central Asia;Upper middle income
37267;Timor;TLS;2021-08;43.78;193;East Asia & Pacific;Lower middle income
197;Albania;ALB;2021-08;51.25;3;Europe & Central Asia;Upper middle income
27014;Netherlands;NLD;2021-08;133.36;144;Europe & Central Asia;High income
27013;Netherlands;NLD;2021-08;131.8;144;Europe & Central Asia;High income
11924;Eswatini;SWZ;2021-08;15.46;183;Sub-Saharan Africa;Lower middle income
11923;Eswatini;SWZ;2021-08;14.0;183;Sub-Saharan Africa;Lower middle income
35496;Sri Lanka;LKA;2021-08;93.63;113;South Asia;Lower middle income
37844;Tunisia;TUN;2021-08;47.22;196;Middle East & North Africa;Lower middle income
41294;Zambia;ZMB;2021-08;3.04;216;Sub-Saharan Africa;Lower middle income
31527;Russia;RUS;2021-08;54.84;165;Europe & Central Asia;Upper middle income
31528;Russia;RUS;2021-08;55.0;165;Europe & Central Asia;Upper middle income
41293;Zambia;ZMB;2021-08;3.02;216;Sub-Saharan Africa;Lower middle income
3194;Belgium;BEL;2021-08;139.91;14;Europe & Central Asia;High income
2703;Barbados;BRB;2021-08;71.0;27;Latin America & Caribbean;High income
26748;Namibia;NAM;2021-08;11.79;139;Sub-Saharan Africa;Upper middle income
33392;Singapore;SGP;2021-08;159.99;170;East Asia & Pacific;High income
19025;Jamaica;JAM;2021-08;17.23;96;Latin America & Caribbean;Upper middle income
38599;Uganda;UGA;2021-08;2.75;201;Sub-Saharan Africa;Low income
19026;Jamaica;JAM;2021-08;18.26;96;Latin America & Caribbean;Upper middle income
393;Angola;AGO;2021-08;5.43;2;Sub-Saharan Africa;Lower middle income
2403;Bangladesh;BGD;2021-08;15.36;17;South Asia;Lower middle income
2404;Bangladesh;BGD;2021-08;15.92;17;South Asia;Lower middle income
37266;Timor;TLS;2021-08;41.43;193;East Asia & Pacific;Lower middle income
11676;Estonia;EST;2021-08;96.05;60;Europe & Central Asia;High income
11675;Estonia;EST;2021-08;95.66;60;Europe & Central Asia;High income
2702;Barbados;BRB;2021-08;70.48;27;Latin America & Caribbean;High income
26747;Namibia;NAM;2021-08;10.59;139;Sub-Saharan Africa;Upper middle income
32789;Senegal;SEN;2021-08;9.83;169;Sub-Saharan Africa;Lower middle income
6341;Cape Verde;CPV;2021-08;54.99;43;Sub-Saharan Africa;Lower middle income
39587;United Kingdom;GBR;2021-08;133.41;68;Europe & Central Asia;High income
33688;Slovakia;SVK;2021-08;84.73;180;Europe & Central Asia;High income
33687;Slovakia;SVK;2021-08;83.97;180;Europe & Central Asia;High income
19572;Jordan;JOR;2021-08;62.05;97;Middle East & North Africa;Upper middle income
19573;Jordan;JOR;2021-08;62.55;97;Middle East & North Africa;Upper middle income
35833;Suriname;SUR;2021-08;56.97;179;Latin America & Caribbean;Upper middle income
26475;Morocco;MAR;2021-08;90.3;120;Middle East & North Africa;Lower middle income
10901;Ecuador;ECU;2021-08;108.76;56;Latin America & Caribbean;Upper middle income
10900;Ecuador;ECU;2021-08;107.87;56;Latin America & Caribbean;Upper middle income
34999;South Sudan;SSD;2021-08;0.5;177;Sub-Saharan Africa;Low income
351;Andorra;AND;2021-08;118.49;4;Europe & Central Asia;High income
15587;Honduras;HND;2021-08;40.52;83;Latin America & Caribbean;Lower middle income
35832;Suriname;SUR;2021-08;56.58;179;Latin America & Caribbean;Upper middle income
352;Andorra;AND;2021-08;124.0;4;Europe & Central Asia;High income
24628;Malta;MLT;2021-08;154.3;129;Middle East & North Africa;High income
31937;Saint Lucia;LCA;2021-08;34.91;111;Latin America & Caribbean;Upper middle income
31938;Saint Lucia;LCA;2021-08;34.99;111;Latin America & Caribbean;Upper middle income
24629;Malta;MLT;2021-08;154.43;129;Middle East & North Africa;High income
33391;Singapore;SGP;2021-08;159.74;170;East Asia & Pacific;High income
38497;Tuvalu;TUV;2021-08;69.51;198;East Asia & Pacific;Upper middle income
38498;Tuvalu;TUV;2021-08;89.66;198;East Asia & Pacific;Upper middle income
10474;Dominican Republic;DOM;2021-08;101.44;54;Latin America & Caribbean;Upper middle income
10475;Dominican Republic;DOM;2021-08;101.81;54;Latin America & Caribbean;Upper middle income
39586;United Kingdom;GBR;2021-08;133.18;68;Europe & Central Asia;High income
26882;Nepal;NPL;2021-08;32.73;146;South Asia;Lower middle income
38481;Turks and Caicos Islands;TCA;2021-08;125.19;187;Latin America & Caribbean;High income
6108;Canada;CAN;2021-08;140.6;32;North America;High income
6340;Cape Verde;CPV;2021-08;52.76;43;Sub-Saharan Africa;Lower middle income
23199;Macao;MAC;2021-08;88.49;118;East Asia & Pacific;High income
23200;Macao;MAC;2021-08;90.88;118;East Asia & Pacific;High income
19814;Kazakhstan;KAZ;2021-08;63.15;99;Europe & Central Asia;Upper middle income
19813;Kazakhstan;KAZ;2021-08;62.91;99;Europe & Central Asia;Upper middle income
11281;El Salvador;SLV;2021-08;96.62;173;Latin America & Caribbean;Lower middle income
11280;El Salvador;SLV;2021-08;95.24;173;Latin America & Caribbean;Lower middle income
10280;Dominica;DMA;2021-08;57.41;52;Latin America & Caribbean;Upper middle income
10281;Dominica;DMA;2021-08;58.93;52;Latin America & Caribbean;Upper middle income
7192;China;CHN;2021-08;143.16;36;East Asia & Pacific;Upper middle income
7191;China;CHN;2021-08;142.36;36;East Asia & Pacific;Upper middle income
32790;Senegal;SEN;2021-08;9.96;169;Sub-Saharan Africa;Lower middle income
25176;Mexico;MEX;2021-08;64.91;125;Latin America & Caribbean;Upper middle income
31813;Saint Kitts and Nevis;KNA;2021-08;85.87;104;Latin America & Caribbean;High income
36269;Switzerland;CHE;2021-08;110.76;33;Europe & Central Asia;High income
28121;Norway;NOR;2021-08;128.05;145;Europe & Central Asia;High income
26883;Nepal;NPL;2021-08;33.02;146;South Asia;Lower middle income
36647;Taiwan;TWN;2021-08;45.81;199;East Asia & Pacific;High income
11141;Egypt;EGY;2021-08;8.38;57;Middle East & North Africa;Lower middle income
11140;Egypt;EGY;2021-08;7.68;57;Middle East & North Africa;Lower middle income
3712;Bhutan;BTN;2021-08;132.94;29;South Asia;Lower middle income
6798;Chile;CHL;2021-08;151.24;35;Latin America & Caribbean;High income
25177;Mexico;MEX;2021-08;65.21;125;Latin America & Caribbean;Upper middle income
6107;Canada;CAN;2021-08;140.38;32;North America;High income
31812;Saint Kitts and Nevis;KNA;2021-08;84.65;104;Latin America & Caribbean;High income
22823;Luxembourg;LUX;2021-08;120.2;116;Europe & Central Asia;High income
35495;Sri Lanka;LKA;2021-08;90.7;113;South Asia;Lower middle income
41579;Zimbabwe;ZWE;2021-08;27.65;217;Sub-Saharan Africa;Lower middle income
20626;Laos;LAO;2021-08;56.98;107;East Asia & Pacific;Lower middle income
20627;Laos;LAO;2021-08;57.44;107;East Asia & Pacific;Lower middle income
12472;Finland;FIN;2021-08;122.61;62;Europe & Central Asia;High income
12471;Finland;FIN;2021-08;118.02;62;Europe & Central Asia;High income
20097;Kenya;KEN;2021-08;5.04;100;Sub-Saharan Africa;Lower middle income
20096;Kenya;KEN;2021-08;5.01;100;Sub-Saharan Africa;Lower middle income
40474;Uruguay;URY;2021-08;161.06;203;Latin America & Caribbean;High income
20919;Latvia;LVA;2021-08;79.09;117;Europe & Central Asia;High income
9705;Democratic Republic of Congo;COD;2021-08;0.1;39;Sub-Saharan Africa;Low income
483;Antigua and Barbuda;ATG;2021-08;76.04;9;Latin America & Caribbean;High income
482;Antigua and Barbuda;ATG;2021-08;75.6;9;Latin America & Caribbean;High income
9706;Democratic Republic of Congo;COD;2021-08;0.11;39;Sub-Saharan Africa;Low income
20918;Latvia;LVA;2021-08;78.76;117;Europe & Central Asia;High income
36846;Tajikistan;TJK;2021-08;28.8;191;Europe & Central Asia;Lower middle income
36845;Tajikistan;TJK;2021-08;23.14;191;Europe & Central Asia;Lower middle income
30699;Qatar;QAT;2021-08;150.6;163;Middle East & North Africa;High income
30700;Qatar;QAT;2021-08;152.0;163;Middle East & North Africa;High income
25;Afghanistan;AFG;2021-08;4.97;1;South Asia;Low income
22822;Luxembourg;LUX;2021-08;119.99;116;Europe & Central Asia;High income
22385;Lithuania;LTU;2021-08;111.15;115;Europe & Central Asia;High income
22386;Lithuania;LTU;2021-08;111.56;115;Europe & Central Asia;High income
12408;Fiji;FJI;2021-08;91.43;63;East Asia & Pacific;Upper middle income
12407;Fiji;FJI;2021-08;86.18;63;East Asia & Pacific;Upper middle income
40067;United States;USA;2021-08;114.03;204;North America;High income
25634;Monaco;MCO;2021-08;117.19;121;Europe & Central Asia;High income
196;Albania;ALB;2021-08;50.75;3;Europe & Central Asia;Upper middle income
1219;Australia;AUS;2021-08;74.95;10;East Asia & Pacific;High income
15342;Guinea-Bissau;GNB;2021-08;1.54;74;Sub-Saharan Africa;Low income
20256;Kiribati;KIR;2021-08;11.51;103;East Asia & Pacific;Lower middle income
34416;South Africa;ZAF;2021-08;20.47;215;Sub-Saharan Africa;Upper middle income
24217;Maldives;MDV;2021-08;126.15;124;South Asia;Upper middle income
26474;Morocco;MAR;2021-08;88.39;120;Middle East & North Africa;Lower middle income
27302;New Zealand;NZL;2021-08;68.59;148;East Asia & Pacific;High income
27301;New Zealand;NZL;2021-08;66.9;148;East Asia & Pacific;High income
28499;Pakistan;PAK;2021-08;25.21;150;South Asia;Lower middle income
28498;Pakistan;PAK;2021-08;23.67;150;South Asia;Lower middle income
3949;Bolivia;BOL;2021-08;50.72;25;Latin America & Caribbean;Lower middle income
12797;France;FRA;2021-08;131.44;64;Europe & Central Asia;High income
15803;Hong Kong;HKG;2021-08;100.47;82;East Asia & Pacific;High income
12796;France;FRA;2021-08;130.74;64;Europe & Central Asia;High income
24924;Mauritius;MUS;2021-08;117.52;136;Sub-Saharan Africa;Upper middle income
3948;Bolivia;BOL;2021-08;50.28;25;Latin America & Caribbean;Lower middle income
24218;Maldives;MDV;2021-08;126.37;124;South Asia;Upper middle income
25635;Monaco;MCO;2021-08;121.16;121;Europe & Central Asia;High income
30397;Portugal;PRT;2021-08;144.88;159;Europe & Central Asia;High income
30398;Portugal;PRT;2021-08;145.42;159;Europe & Central Asia;High income
17932;Isle of Man;IMN;2021-08;148.61;88;Europe & Central Asia;High income
17933;Isle of Man;IMN;2021-08;149.38;88;Europe & Central Asia;High income
40066;United States;USA;2021-08;113.75;204;North America;High income
40861;Venezuela;VEN;2021-08;32.55;207;Latin America & Caribbean;
1220;Australia;AUS;2021-08;76.25;10;East Asia & Pacific;High income
6486;Central African Republic;CAF;2021-08;2.21;31;Sub-Saharan Africa;Low income
15802;Hong Kong;HKG;2021-08;99.66;82;East Asia & Pacific;High income
24;Afghanistan;AFG;2021-08;3.02;1;South Asia;Low income
18307;Israel;ISR;2021-08;148.73;94;Middle East & North Africa;High income
5585;Cambodia;KHM;2021-08;112.62;102;East Asia & Pacific;Lower middle income
40828;Vanuatu;VUT;2021-08;9.87;211;East Asia & Pacific;Lower middle income
